Número	NCidade	Local	Idade	Cidade	Tempo	Bairro	Cor	Religião	Religião_qual	Estudando	Estudo	Casa	Qualeotipodehabitacao	Habit_outro	Habit_alug	Comodos	Trabalho	Recursos	Renda_familiar	Renda_div_pessoa	Renda_da_familia	Classe	Civil
282	1	2	19	1	3	1	1	1	2	2	5	7	1		1	3	2	170	465	0		Pobre	Solteira
283	1	4	17	1	3	1	3	2		1	4	5	1		1	3	3		130	5	26	Baixa	Solteira
284	1	3	20	2	1	1	1	2		2	3	5	1		2	3	2	132	590	5	118	Baixa	Solteira
285	1	3	19	1	1	1	6	1	2	2	4	5	1		2	3	2	90	1000	5	200	Média	Solteira
286	1	2	20	1	1	1	2	2		2	5	3	1		3	3	1	120	120	3	40	Baixa	Solteira
287	1	2	18	1	1	1	6	2		2	3	10	1		1	3	3		134	10	13	Baixa	Solteira
288	1	2	20	2	4	1	3	2		2	3	5	1		1	4	3		1	0		Não sabe	Solteira
289	1	2	18	1	1	1	5	1	1	2	3	8	1		2	3	3		190	8	24	Não sabe	Solteira
290	1	3	20	1	1	1	3	1	2	2	5	3	1		1	4	1	460	800	3	267	Baixa	Casada
291	1	1	17	1	1	1	1	1	3	1	5	7	1		1	3	3		900	7	129	Não sabe	Solteira
292	1	3	22	2	4	1	1	2		2	3	4	1		3	3	3		400	4	100	Não sabe	Solteira
293	1	4	19	1	1	1	1	2		2	3	10	1		1	3	3		300	10	30	Não sabe	Solteira
294	1	2	21	1	1	1	5	1	2	2	5	3	1		3	3	2	90	500	4	125	Pobre	Solteira
295	1	3	20	1	1	1	2	2		2	3	6	1		1	3	3		800	6	133	Normal	Solteira
296	1	3	20	1	1	1	3	2		2	3	3	1		3	3	2	465	465	3	155	Baixa	Solteira
297	1	3	18	1	1	1	2	2		2	5	3	1		3	3	3		200	3	67	Média	Solteira
298	1	2	17	1	1	1	1	1	1	2	3	8	1		1	4	3		600	7	86	Não sabe	Solteira
299	1	1	17	1	1	1	1	1	1	2	3	4	1		3	3	3		500	4	125	Média	Solteira
300	1	2	20	1	1	1	1	1	2	2	3	8	1		1	3	1	150	450	6	75	Pobre	Casada
301	1	3	22	1	1	1	3	2		2	3	8	1		1	4	1	280	800	8	100	Pobre	Solteira
302	1	3	18	1	1	1	3	2		2	5	6	1		3	3	3		1100	6	183	Baixa	Solteira
303	1	2	22	1	1	1	1	2		2	3	2	1		3	3	2	112	112	2	56	Não sabe	Solteira
304	1	3	20	1	1	1	6	2		2	3	9	1		1	3	3		900	9	100	Não sabe	Solteira
305	1	4	19	1	1	1	2	1	1	1	5	4	1		1	4	2	250	1200	4	300	Não sabe	Solteira
306	1	2	21	1	1	1	2	1	1	2	6	5	1		1	4	1	465	1000	5	200	Média	Solteira
307	1	4	22	1	1	1	3	2		1	3	6	1		1	4	2	234	950	6	158	Baixa	Solteira
308	1	3	18	1	1	1	3	1	1	2	3	3	3		3	3	3			3		Pobre	Amigada
309	1	2	19	1	1	1	5	2		2	3	4	1		1	4	1	300	900	5	180	Pobre	Solteira
310	1	3	22	2	1	1	2	1	1	1	5	4	1		1	4	3		250	4	63	Média	Solteira
311	2	1	21	1	1	1	1	1	1	2	6	3	1		3	3	1	465	800	3	267	Média	Amigada
312	1	3	19	1	1	1	3	1	2	1	3	7	1		1	1	3		830	7	119	Pobre	Solteira
313	1	3	19	2	2	1	3	2		2	3	3	1		4	3	3		450	3	150	Média	Solteira
314	1	3	17	1	1	1	5	2		2	5	9	1		1	6	4	123	200	3	67	Pobre	Amigada
315	1	3	16	1	1	1	3	2		2	3	4	1		1	3	3		1500	4	375	Pobre	Solteira
316	1	3	16	2	4	1	3	1	1	1	5	7	1		1	4	3		1000	7	143	Normal	Amigada
317	1	1	19	1	4	1	3	2		2	6	7	1		1	4	1	442	2000	7	286	Baixa	Solteira
318	1	4	20	1	3	1	2	1	2	2	5	5	1		1	3	2	112	112	5	22	Pobre	Solteira
319	1	3	19	1	1	1	6	1	2	1	4	4	1		1	4	2	375	2600	7	371	Pobre	Solteira
320	1	3	21	4	4	1	3	1	1	2	6	3	1		4	3	2	90	800	4	200	Média	Solteira
321	1	2	21	2	3	1	1	2		2	6	3	1		4	3	2	90	555	3	185	Nem pobre, nem rica, melhorzinha né?	Casada
322	1	3	15	4	4	1	98	2		2	3	8	1		3	4	3			8		Não sabe	Solteira
323	3	4	22	4	2	2	1	2		1	7	3	1		3	4	4	4000	4000	3	1333	Média Alta	Solteira
324	3	4	21	1	1	1	1	2		2	6	3	1		1	4	1	510	1500	3	500	Médio	Solteira
325	3	4	17	1	1	2	2	2		1	5	3	1		1	3	3		510	3	170	Baixa	Solteira
326	3	4	21	2	4	1	1	1	2	2	3	2	1		3	3	1	600	600	2	300	Baixa	Solteira
327	3	4	22	1	1	1	2	1	4	2	3	3	1		1	3	1	586	1100	3	367	Baixa	Solteira
328	3	4	16	2	2	2	1	2		2	3	5	1		3	4	3			5		Baixa	Solteira
329	3	1	18	3	2	1	2	1	1	1	3	14	6		4	5	3		400	14	29	Média	Solteira
330	3	4	19	1	1	1	1	1	1	2	3	4	1		2	3	1	250	1000	4	250	Pobre	União Consensual
331	3	3	19	3	2	1	1	1	1	2	6	3	1		2	4	1	800	2000	2	1000	Média	Solteira
332	3	3	18	1	1	1	2	1	1	1	5	6	1		2	4	2	100	1000	6	167	Média	Solteira
333	3	1	18	3	2	1	98	2		2	4	3	2		3	3	1	500	500	3	167	Baixa	Solteira
334	3	2	22	1	1	1	2	2		2	5	3	1		2	3	3		400	3	133	Baixa	Solteira
335	3	4	15	2	2	1	3	2		2	3	2	1		3	3	2	465	465	2	233	Média	Solteira
336	3	4	19	1	1	1	3	1	2	2	3	4	1		3	4	1	275	600	3	200	Baixa	Solteira
337	3	1	17	1	1	1	2	2		2	3	3	1		3	3	3			3		Baixa	Casada
338	3	1	16	1	1	1	1	2		2	3	10	1		1	4	3		700	10	70	Baixa	Solteira
339	3	1	19	1	1	1	2	1	1	2	6	8	1		1	4	3			8		Média	Solteira
340	3	1	20	1	1	1	3	1	2	2	4	4	1		1	4	3		465	4	116	Média	Solteira
341	3	1	18	1	1	1	2	2		2	3	7	1		1	3	3					Baixa	Solteira
342	3	2	22	1	1	1	2	1	1	2	6	5	1		1	4	3		2000	5	400	Média	Solteira
343	3	1	22	1	1	2	1	2		2	4	3	1		1	3	3		930	4	233	Média Solteira	5
344	3	1	20	1	1	1	2	2		1	6	3	1		1	5	3		800	3	267	Baixa	Soleira
345	3	1	22	2	2	1	1	2		2	3	5	1		1	3	3		300	5	60	Baixa	Solteira
346	3	1	21	1	1	1	2	1	1	2	3	3	1		1	3	3		1200	3	400	Média	Solteira
347	3	1	20	1	1	1	1	2		2	6	8	1		1	5	3					Média	Solteira
348	3	1	22	1	1	1	2	1	1	2	5	5	1		1	4	1	465	930	5	186	Média baixa	Solteira
349	3	1	20	1	1	1	2	1	1	2	6	3	1		1	3	1	800	2000	3	667	Média	Solteira
350	3	1	16	1	1	1	3	2		2	3	3	1		1	3	3		500	3	167	Média	Solteira
351	3	1	22	1	1	1	2	2		2	5	4	1		1	3	4	90		4		Média baixa	Solteira
352	3	4	21	1	1	2	2	2		2	5	7	1		1	3	3		800	7	114	Baixa	Solteira
353	3	1	16	1	1	2	2	1	2	2	5	3	1		1	3	3		381	3	127	Baixa	Solteira
354	3	1	18	1	1	2	3	2		2	5	5	1		1	3	3		1400	5	280	Biaxa	Solteira
355	3	1	22	1	1	2	2	2		2	3	6	1		1	3	4	112	512	6	85	Baixa	Solteira
356	3	1	15	1	1	1	2	2		2	3	8	1		1	4	2	1000	550	8	69	Média	Solteira
357	3	1	22	1	1	1	2	1	1	2	5	7	1		1	4	3		1000	7	143	Baixa	Solteira
358	3	1	17	1	1	2	2	2		2	3	6	1		1	3	4	100	700			Baixa	Solteira
359	3	1	20	1	1	1	1	1	3	2	4	6	1		1	4	2	100	900	4	225	Média	Solteira
360	3	1	20	1	1	1	2	1	1	2	5	3	1		1	3	1					Baixa	Solteira
361	3	1	17	1	1	1	2	1	2	2	3	4	1		1	3	3					Média	Solteira
362	3	4	17	1	1	1	3	2		2	3	4	1		1	3	3		600	4	150	Baixa	Solteira
363	3	1	17	1	1	1	2	1	1	2	5	4	1		1	3	2	150	450	4	113	Média	Solteira
364	3	4	19	1	1	2	2	2		2	4	6	1		1	3	3		700	6	117	Baixa	Solteira
365	3	1	22	1	1	1	1	2		2	6	4	1		1	3	1	465	1000	4	250	Média	Solteira
366	3	3	19	2	4	1	1	1	1	1	5	3	1		4	3	1	500	900	3	300	Média	Solteira
367	3	2	19	2	3	1	1	1	1	2	4	3	1		1	3	1	700	1400	3	467	Baixa	Casada
368	3	4	21	1	1	1	3	1	1	2	6	6	1		1	4	1	650	2045	6	341	Baixa	Solteira
369	3	2	15	4	3	1	6	2		2	3	4	1		3	3	4		1000	4	250	Mínima	Solteira
370	3	3	17	3	3	1	1	1	1	2	5	3	1		1	3	3		800	3	267	Baixa	Solteira
371	3	3	18	3	3	1	1	1	1	2	3	5	1		1	3	4		700	5	140	Baixa	Solteira
372	3	2	18	3	2	1	1	1	3	1	5	6	1		3	3	1	500	2900	6	483	Média	Solteira
373	3	2	20	1	1	1	3	1	2	2	3	5	1		2	3	3		450	5	90	Média	Solteira
374	3	3	21	1	1	1	1	1	1	2	5	3	1		1	3	3					Média	Solteira
375	3	3	20	1	1	1	2	2		2	3	4	1		1	3	1	465	465	3	155	Baixa	Solteira
376	3	2	19	1	1	1	2	2		2	3	2	1		1	3	3					Pobre	Solteira
377	3	4	17	1	1	1	1	2		2	3	2	1		1	4	3		8000	3	2667	Alta	Solteira
378	3	3	17	3	2	1	1	1	2	2	3	3	1		1	3	3		700	3	233	Baixa	Solteira
379	3	4	16	1	1	1	1	2		1	5	7	1		1	4	3					Média	Solteira
380	3	3	18	1	1	1	1	2		2	3	3	1		1	3	3					Média	Solteira
381	3	1	16	2	2	1	1	2		2	3	5	1		4	3	3		1570	5	314	Média	Solteira
382	3	2	17	1	1	1	1	2		2	3	3	1		1	3	3		1000	3	333	Média	Solteira
383	3	1	17	3	3	1	1	2		2	3	3	1		3	4	3		2500	3	833	Média	Solteira
384	3	3	18	2	3	1	1	2		2	3	4	3		3	3	1	476	1043	4	261	Baixa	Solteira
385	3	3	16	1	3	1	3	1	2	2	6	3	1		4	3	3		700	3	233	Média baixa	Solteira
386	3	3	22	2	4	1	3	2		2	4	3	1		1	3	1	500	1500	3	500	Média	Casada
387	3	3	17	3	2	1	1	2		2	3	4	1		4	3	1	490	1120	5	224	baixa	solteira
388	3	2	19	3	4	1	1	1	2	2	3	7	1		1	3	3		2060	7	294	Média	Casada
389	3	2	18	2	2	1	3	2		2	5	5	1		3	3	3		1000	5	200	Baixa	Solteira
390	3	2	20	3	3	1	3	2		2	5	6	1		1	5	3		600	4	150	Média	Casada
391	3	2	17	1	1	1	1	2		2	3	3	1		3	3	3		500	3	167	Pobre	Amigada
392	3	4	19	1	1	1	1	1	1	2	4	3	1		1		1	530	1600	2	800	Média	Solteira
393	3	3	18	2	3	1	3	1	1	2	5	6	1		3	4	2	480	1800			Baixa	Solteira
394	3	1	17	2	2	2	6	2		2	3	6	1		3	3	3		900	6	150	Baixa	Solteira
395	3	2	18	1	1	1	3	2		2	5	6	1		1	4	3		900			Baixa	Solteira
396	3	3	19	1	1	1	1	1	1	2	6	6	2		6	4	1	500	2000	6	333	Média	Solteira
397	3	2	18	1	1	1	1	1	1	2	6	3	1		3	3	2	60	760	3	253	Baixa	Solteira
398	3	2	18	1	1	1	1	1	2	2	5	3	2		1	3	3		1200	3	400	Média	Casada
399	3	3	19	4	3	1	1	1	1	2	5	7	1		1	3	1	700	1700	7	243	Baixa	Solteira
400	3	1	17	2	1	1	3	2		2	3	5	1		2	3	3		500	5	100	Pobre	Amasiada
401	3	3	20	4	2	1	3	1	2	2	4	4	1		3	3	3		1200	4	300	Média	Solteira
402	3	4	16	1	1	1	3	2		2	3	3	1		2	3	3		700	3	233	Baixa	Solteira
403	3	2	18	1	1	1	1	2		2	4	7	1		3	3	3		2450	7	350	Média	Solteira
404	2	3	18	1	1	1	3	2		1	5	4	1		1	3	1	200	900	4	225	Baixa	Solteira
405	2	1	22	1	4	1	3	1	2	1	5	4	1		1	3	3		1200	4	300	Baixa	Casada
406	2	4	20	1	4	2	2	2		2	6	3	3		4	3	3		5000	3	1667	Pobre	Solteira
407	2	3	16	1	1	1	3	2		2	3	5	1		3	4	3		860	5	172	Baixa	Casada
408	2	2	21	1	1	1	3	1	2	2	6	3	1		1	3	3		1000	3	333	Pobre	Casada
409	2	2	16	1	1	1	3	1	1	1	5	3	1		3	3	2	22	600	3	200	Baixa	Casada
410	2	2	19	1	1	1	3	1	1	2	4	3	1		3	3	2	510	8000	3	2667	Média	Casada
411	2	3	19	1	2	1	3	2		2	5	4	1		1	3	3		1000	4	250	Baixa	Casada
412	2	3	17	1	1	1	6	2		2	4	3	1		3	3	3		500	3	167	Não sabe	Solteira
413	2	4	16	1	2	1	3	2		2	3	5	1		3	3	2	100	800	5	160	Média	Separada
414	2	2	19	1	1	1	98	1	2	2	3	8	1		1	3	3		1500	8	188	Baixa	Solteira
415	2	4	21	1	2	1	3	1	1	2	3	5	1		1	3	3		500	5	100	Média	Solteira
416	2	4	20	1	1	1	3	2		2	3	8	1		1	4	1	515	2500			Média	Solteira
417	2	2	20	1	1	1	98	2		2	5	3	3		4	3	3		420	3	140	Média baixa	Solteira
418	2	4	19	1	1	1	3	1	1	2	5	3	1		1	3	1	480	960	3	320	Média	Solteira
419	2	1	19	1	1	1	3	2		1	5	4	1		1	4	3		3000	5	600	Média	Solteira
420	2	2	19	3	1	1	2	1	1	2	6	8	1		1	4	3		2300			Média baixa	Solteira
421	2	2	20	1	1	1	5	2		1	5	6	1		1	3	3		600	6	100	Baixa	Solteira
422	2	3	20	1	1	1	2	2		2	6	8	1		1	3	1	100	2040	8	255	Média	União estável
423	2	3	21	4	4	1	1	1	2	2	5	5	1		3	3	1	510	1020	5	204	Baixa	Solteira
424	2	2	21	1	1	1	3	2		1	5	4	1		1	3	1	200	665	4	166	Baixa	Solteira
425	2	4	22	3	4	1	3	1	2	2	6	2	1		3	3	1	500	700	2	350	Média	Casada
426	2	4	18	1	1	1	3	2		2	5	4	1		1	3	3		800	4	200	Baixa	Solteira
427	2	2	18	1	1	1	3	1	1	1	7	4	1		1	3	3		800	3	267	Baixa	Solteira
428	2	3	17	1	1	1	3	2		1	5	5	1		1	3	2	150	600	5	120	Média Baixa	Solteira
429	2	4	17	1	1	1	3	2		1	5	8	1		1	5	2	113	243	8	30	Baixa	Solteira
430	2	4	19	1	4	1	3	2		2	6	3	1		1	3	3		800	3	267	Média	Solteira
431	2	3	21	1	1	1	3	1	1	2	5	3	1		4	3	3		800	3	267	Média	Casada
432	2	3	22	2	4	1	3	2		2	6	4	1		1	3	1	150	1500	4	375	Média	Solteira
433	2	2	15	1	1	1	2	2		1	4	12	1		1	3	3		1100	12	92	Baixa	Solteira
434	2	3	16	1	1	1	3	1	6	2	3	3	1		1	3	3		270	3	90	Baixa	Solteira
435	2	3	17	1	1	1	98	2		1	4	7	1		1	3	3		900			Média	Solteira
436	2	1	19	2	2	1	3	2		2	5	3	1		3	3	3		510	3	170	Baixa	Solteira
437	2	1	21	1	1	1	3	2		2	4	3	1		1	3	3					Média	Solteira
438	2	1	19	4	4	1	1	1	2	2	5	4	1		3	3	3		1200	4	300	Baixa	Solteira
439	2	3	17	1	1	1	3	1	1	1	3	4	1		1	4	3		800	4	200	Pobre	Separada
440	2	2	17	2	4	1	3	2		1	3	3	1		1	3	1	800	1000	3	333	Não sabe	Solteira
441	2	1	17	2	3	1	6	2		2	3	4	6	Kitnet	3	3	4		400	4	100	Não sabe	Solteira
442	2	3	20	1	4	1	6	1	2	2	3	5	1		1	4	3		690	5	138	Média	Solteira
443	2	2	18	1	1	1	3	1	2	2	4	5	1		1	3	3		510	5	102	Média	Solteiro
444	2	3	19	1	1	1	3	2		2	4	5	1		3	3	3		510	5	102	Pobre	Solteiro
445	2	3	16	1	1	1	3	2		2	3	5	1		1	3	3		700	5	140	Baixa	Solteira
446	2	3	16	1	1	1	6	2		1	3	4	1		1	3	3		760	3	253	Média	Solteira
447	2	4	17	2	4	1	3	1	2	2	6	3	1		3	3	1	800	1600	3	533	Baixa	Solteira
448	2	2	21	1	2	1	3	2		2	3	4	1		3	3	3		800	5	160	bAIXA	sOLTEIRA
449	2	2	16	1	1	1	2	1	2	1	5	4	1		1	4	2	300	2500	4	625	Média baixa	Solteira
450	2	4	21	1	1	1	2	2		2	3	2	1		1	3	3		70	2	35	Média baixa	Solteira
451	2	2	22	1	1	1	3	2		2	6	6	1		2	4	1	600	1200	6	200	Baixa	Solteira
452	2	3	17	1	1	1	1	2		2	3	6	1		1	4	3		510	6	85	Média	Solteira
453	2	2	19	1	1	1	2	2		2	5	4	1		1	3	1	255	1100	4	275	Baixa	Casada
454	2	2	18	1	1	1	2	2		2	5	3	1		3	3	1	520	800	3	267	Média	Solteiro
455	2	4	18	1	1	1	3	2		2	5	3	1		1	3	3		400	3	133	Média	Solteira
456	2	1	21	4	3	1	2	2		2	5	2	1		1	3	1	700	700	2	350	Pobre	Solteira
457	2	3	18	1	1	1	3	2		2	5	5	1		5	4	3		598	5	120	Baixa	Casada
458	2	3	18	1	1	1	3	1	2	2	3	3	1		1	3	2	190	510	3	170	Média	Casada
459	2	1	20	1	1	1	98	2		2	6	7	1		1	3	3		400	7	57	Popular	Solteira
460	2	3	21	1	1	1	6	2		2	3	5	1		3	3	3		518	5	104	Média	Juntada
461	2	3	16	1	1	1	3	2		1	5	6	1		1	4	2	100	1	99	0	Média	Solteira
462	2	3	18	1	1	1	3	1	2	2	5	6	1		3	4	3		1000	6	167	Baixa	Solteira
463	2	3	22	1	1	1	3	1	2	2	6	3	1		1	3	3		1800	3	600	Média Baixa	Solteira
464	2	2	20	1	1	1	3	2		2	4	3	1		3	3	3		510	3	170	Média	Solteira
465	2	3	21	1	1	1	1	2		2	6	6	2		1	4	3		1020	3	340	Solteira	Solteira
466	2	2	16	2	1	1	2	2		2	3	3	1		1	3	3		700	3	233	Baixa	União Estável
467	2	2	21	1	1	1	3	1	2	2	6	7	1		1	4	3		700	7	100	Baixa	Solteira
468	2	3	20	2	1	1	2	2		1	7	3	1		1	4	1	800	1400	3	467	Média Baixa	Solteira
469	2	3	20	3	2	1	3	2		2	5	7	1		3	3	3		850	7	121	Média	Solteira
470	2	2	20	2	1	1	2	1	6	2	3	3	1		1	3	2	300	700	3	233	Baixa	Solteira
471	2	2	18	2	4	1	2	2		2	5	3	1		3	3	1	400	910	3	303	Baixa	Solteira
472	2	2	19	1	1	1	2	2		1	5	8	1		1	3	1	350	1880	8	235	Baixa	Solteira
473	2	2	20	1	1	1	3	2		2	6	3	1		3	3	3		1020	3	340	Alta	Solteira
474	2	2	19	1	1	1	3	2		1	3	5	1		1	3	2	510	3810	5	762	Baixa	Solteira
475	2	2	19	1	1	1	1	2		2	6	3	1		1	4	3		1400	3	467	Baixa	Solteira
476	2	2	22	1	1	1	3	1	1	2	5	4	1		1	3	3		1000	4	250	Média	Solteira
477	2	2	20	1	1	1	3	1	1	2	6	5	1		1	3	1	520	597	5	119	Média	Solteira
478	2	2	21	1	2	1	3	1	2	2	5	4	1		3	3	3		600	4	150	Baixa	Solteira
479	2	2	18	2	2	1	3	2		2	3	7	1		1	4	3		900	7	129	Baixa	Solteira
480	2	2	19	1	1	1	3	2		2	3	4	1		3	3	3		1300	4	325	Média	União Consensual
481	2	2	16	1	1	1	3	2		2	4	4	1		3	4	1	614	1500	4	375	Baixa	Solteira
482	2	2	17	1	1	1	3	1	2	2	5	3	1		4	3	3		510	3	170	Baixa	Solteira
483	2	4	21	1	4	1	2	2		1	5	4	1		1	3	1	400	400	4	100	Baixa	Solteira
484	2	2	17	1	1	1	3	1	2	2	3	4	1		3	3	3		400	4	100	Baixa	Solteira
485	2	2	16	1	1	1	2	2		1	3	11	1		1	3	3		750	11	68	Alta	Solteira
486	2	2	20	2	2	1	2	2		2	3	1	3		3	3	3			1		Baixa	Solteira
487	2	2	21	1	1	1	3	2		2	3	9	1		1	4	2	100	910	9	101	Média	Solteira
488	2	2	17	1	1	1	3	2		1	5	3	1		1	3	3		800	3	267	Média	Solteira
489	2	2	18	1	1	1	3	2		1	3	8	1		1	3	3		800	8	100	Pobre	Solteira
490	2	2	19	1	1	1	1	1	2	2	3	3	1		1	3	3		465	3	155	Baixa	Casada
491	2	2	19	1	1	1	3	2		2	5	3	1		1	3	3		1000	3	333	Baixa	Solteira
492	2	3	22	1	1	1	3	2		2	5	3	1		1	3	1	300	810	3	270	Média	Casada
493	2	3	18	1	2	1	3	2		2	3	6	1		3	4	3		900	6	150	Baixa	Solteira
494	2	2	18	1	1	1	3	2		1	5	3	1		1	3	2	150	150	3	50	Média	Solteira
495	2	2	19	1	1	1	3	2		2	3	3	1		1	4	3		510	3	170	Média	Solteira
496	2	4	19	1	4	1	2	2		1	5	6	1		1	4	1	367	1400	6	233	Média	Solteira
497	2	2	19	1	1	1	2	1	2	2	5	7	1		1	4	3		1500	7	214	Pobre	Solteira
498	2	2	18	1	1	1	3	2		1	5	13	1		1	3	3		120	13	9	Baixa	Solteira
499	2	1	19	2	2	1	3	1	2	2	5	3	1		3	3	3		600	3	200	Média	Estável
500	2	2	17	2	2	1	1	2		2	5	2	1		3	3	2	90	250	2	125	Média baixa	Solteira
501	2	3	19	1	1	1	2	1	2	2	5	3	1		4	3	2	250	1150	3	383	Média baixa	Casada
502	2	2	17	1	1	1	6	1	2	1	5	6	1		1	3	3		760	6	127	Média	Casada
503	2	4	18	1	1	1	2	2		2	6	3	2		3	3	1	600	2500	4	625	Média	Solteira
504	2	2	18	4	2	1	3	1	2	2	4	3	1		1	3	3		500	3	167	Média	Solteira
505	2	2	20	3	4	1	3	1	1	2	5	5	1		1	4	3		845	5	169	Baixa	Solteira
506	2	2	16	1	1	1	3	2		2	5	3	1		1	3	1	150	150	3	50	Baixa	Solteira
507	2	2	18	1	1	1	5	2		2	5	6	1		1	4	3		700	6	117	Média	Solteiro
508	2	2	19	1	1	1	3	2		2	6	7	1		1	4	1	700	1500	7	214	Médio	Solteira
509	2	2	19	1	1	1	1	1	2	2	5	3	1		1	3	3		450	3	150	Média	Solteira
514	2	4	16	1	1	1	3	2		2	5	3	1		1	4	3		510	3	170	Baixa	Casada
515	2	4	19	1	1	1	2	1	1	2	5	4	1		3	3	3		500	4	125	Média	Solteiro
516	2	3	17	1	1	1	2	2		2	3	3	1		3	3	3		510	3	170	Média	Solteira
517	2	3	18	1	1	1	3	2		1	5	5	1		1	4	3		510	5	102	Média	Solteira
518	2	3	16	1	1	1	3	2		2	5	3	1		4	3	3		700	3	233	Média	Solteira
519	2	4	22	1	1	1	2	2		2	6	6	1		1	3	3		800	6	133	Pobre	Solteira
520	2	4	17	2	1	1	2	2		1	5	7	1		3	3	1	420	1350	7	193	Pobre	Solteira
521	2	3	17	2	3	1	2	2		2	3	7	1		1	4	3		500	7	71	Média	Solteira
522	2	3	19	1	1	1	3	2		2	3	4	1		1	3	3		500	4	125	Média	Solteira
523	2	2	18	1	1	1	2	2		1	5	6	1		1	3	3		1000	6	167	Pobre	Solteira
524	2	4	19	1	1	1	1	2		2	3	3	1		4	3	3		500	3	167	Média	Solteira
525	2	4	20	1	1	1	2	1	2	2	5	7	1		1	3	2	112	500	7	71	Média	Solteira
526	2	4	20	1	2	1	98	1	2	2	5	3	1		3	3	3		400	3	133	Baixa	Solteira
527	2	2	16	1	1	1	3	2		2	3	6	1		3	3	3		890	6	148	Média	Solteira
528	2	4	18	2	4	1	3	2		1	5	7	1		1	3	4	70	2800	7	400	Média	Solteira
529	2	4	22	1	1	1	3	1	1	1	5	3	1		1	3	3		648	3	216	Média	Solteira
530	2	3	20	1	1	1	3	1	1	2	5	7	1		1	3	3		3500	7	500	Média	Casada
531	2	4	19	1	1	1	2	1	1	2	3	3	1		3	3	1	1300	2700	3	900	Nobre	Solteira
532	2	3	22	1	1	1	1	2		2	5	4	1		1	3	2	112	2000	4	500	Baixa	Solteira
533	2	4	19	1	1	1	3	1	2	1	3	3	1		1	3	2	100	900	3	300	Média	Casada
